"Pl_HostName","Pl_Letter","Pl_Name","Pl_DiscoveryMethod","Pl_DiscoveryYear","Pl_OrbitalPeriod","Pl_SemiMajorAxis","Pl_Eccentricity","Pl_MassEarth","Pl_RadiusEarth","Pl_Density","Pl_EquilibriumTemp","Pl_InsolationFlux","Pl_NumStars","St_Distance","St_OpticalMagnitude","St_SpectralType","St_EffectiveTemp","St_SurfaceGravity","St_Luminosity","St_MassSolar","St_RadiusSolar","St_Metallicity","St_MetallicityRatio","St_Age"
"GJ 3323","b","GJ 3323 b","Radial Velocity",2017,5.3636,0.03282,0.23,2.02,1.23,5.96,NA,2.58,1,5.32,12.22,"M4",3159,NA,-2.569,0.16,0.12,-0.27,"[Fe/H]",NA
"GJ 3323","c","GJ 3323 c","Radial Velocity",2017,40.54,0.1264,0.17,2.31,1.32,5.52,NA,0.17,1,5.32,12.22,"M4",3159,NA,-2.569,0.16,0.12,-0.27,"[Fe/H]",NA
"GJ 3341","b","GJ 3341 b","Radial Velocity",2015,14.207,0.089,0.31,6.6,2.46,2.44,NA,NA,1,23.16,12.08,"M2.5",3526,NA,-1.538,0.47,0.44,-0.09,"[Fe/H]",NA
"GJ 3470","b","GJ 3470 b","Radial Velocity",2012,3.3366487,0.031,0.017,13.73,3.88,1.18,604,NA,1,25.2,12.33,"M1.5",3652,4.78,-1.538,0.51,0.48,0.18,"[Fe/H]",2.5
"GJ 3634","b","GJ 3634 b","Radial Velocity",2010,2.64561,0.0287,0.08,8.4,2.83,2.04,NA,NA,1,19.8,11.93,"M2.5",3685.02,NA,-1.699,0.45,0.43,NA,"",5
"GJ 3942","b","GJ 3942 b","Radial Velocity",2017,6.905,0.0608,0.121,7.14,2.57,2.31,590,NA,1,16.94,10.25,"M0",3867,4.65,-1.12,0.63,0.61,-0.04,"[Fe/H]",NA
"GJ 3998","b","GJ 3998 b","Radial Velocity",2016,2.64977,0.029,0,2.47,1.38,5.16,NA,NA,1,17.79,10.83,"M1",3722,4.77,-1.387,0.5,0.49,-0.16,"[Fe/H]",NA
"GJ 3998","c","GJ 3998 c","Radial Velocity",2016,13.74,0.089,0.049,6.26,2.38,2.55,NA,NA,1,17.79,10.83,"M1",3722,4.77,-1.387,0.5,0.49,-0.16,"[Fe/H]",NA
"GJ 433","b","GJ 433 b","Radial Velocity",2011,7.3709,0.06,0.08,6.3566,2.4,2.53,NA,NA,1,9.07,9.806,"M1.5",3461,4.81,-1.523,0.59,0.5,-0.17,"[Fe/H]",NA
"GJ 436","b","GJ 436 b","Radial Velocity",2004,2.64388312,0.0291,0.13827,22.1,4.17,1.8,686,NA,1,9.76,10.67,"M2.5 V",3416,4.79,-1.585,0.47,0.46,0.02,"[Fe/H]",6
"GJ 504","b","GJ 504 b","Imaging",2013,NA,43.5,NA,1271.3,13,3.18,510,NA,1,17.54,5.22,"G0 V",6234,4.6,0.332,1.22,1.26,0.28,"[Fe/H]",0.16
"GJ 536","b","GJ 536 b","Radial Velocity",2016,8.7076,0.06661,0.08,5.36,2.17,2.88,NA,NA,1,10.03,9.72,"M1 V",3685,4.75,-1.377,0.52,0.5,-0.08,"[Fe/H]",0.4
"GJ 581","b","GJ 581 b","Radial Velocity",2005,5.3686,0.04061,0,15.8,4.11,1.25,NA,NA,1,6.3,10.56,"M3 V",3660.26,NA,-1.886,0.31,0.29,-0.25,"[Fe/H]",2
"GJ 581","c","GJ 581 c","Radial Velocity",2007,12.914,0.0721,0,5.5,2.21,2.8,NA,NA,1,6.3,10.56,"M3 V",3660.26,NA,-1.886,0.31,0.29,-0.25,"[Fe/H]",2
"GJ 581","e","GJ 581 e","Radial Velocity",2009,3.149,0.02815,0,1.7,1.17,5.83,NA,NA,1,6.3,10.56,"M3 V",3660.26,NA,-1.886,0.31,0.29,-0.25,"[Fe/H]",2
"GJ 625","b","GJ 625 b","Radial Velocity",2017,14.628,0.078361,0.13,2.82,1.49,4.68,NA,NA,1,6.49,10.1,"M2",3499,4.94,-1.894,0.3,0.31,-0.38,"[Fe/H]",NA
"GJ 649","b","GJ 649 b","Radial Velocity",2009,598.3,1.135,0.3,104.244,12.5,0.293,NA,NA,1,10.38,9.69,"M0.5",3700,4.81,-1.365,0.54,0.46,0.08,"[Fe/H]",0.44
"GJ 667 C","b","GJ 667 C b","Radial Velocity",2011,7.2004,0.0505,0.13,5.6,2.23,2.77,NA,NA,3,6.8,10.22,"M1.5 V",3350,4.69,-1.863,0.33,NA,-0.55,"[Fe/H]",2
"GJ 667 C","c","GJ 667 C c","Radial Velocity",2011,28.14,0.125,0.02,3.8,1.77,3.77,NA,NA,3,6.8,10.22,"M1.5 V",3350,4.69,-1.863,0.33,NA,-0.55,"[Fe/H]",2
"GJ 667 C","e","GJ 667 C e","Radial Velocity",2013,62.24,0.213,0.02,2.7,1.45,4.87,NA,NA,3,6.8,10.22,"M1.5 V",3350,4.69,-1.863,0.33,NA,-0.55,"[Fe/H]",2
"GJ 667 C","f","GJ 667 C f","Radial Velocity",2013,39.026,0.156,0.03,2.7,1.45,4.87,NA,NA,3,6.8,10.22,"M1.5 V",3350,4.69,-1.863,0.33,NA,-0.55,"[Fe/H]",2
"GJ 667 C","g","GJ 667 C g","Radial Velocity",2013,256.2,0.549,0.08,4.6,1.99,3.21,NA,NA,3,6.8,10.22,"M1.5 V",3350,4.69,-1.863,0.33,NA,-0.55,"[Fe/H]",2
"GJ 674","b","GJ 674 b","Radial Velocity",2007,4.6938,0.039,0.2,11.09,3.33,1.65,NA,NA,1,4.55,9.37,"M2.5",3600,NA,-1.796,0.35,0.36,-0.28,"[Fe/H]",0.55
"GJ 676 A","b","GJ 676 A b","Radial Velocity",2010,1056.80005,1.82,0.33,2129.461,12.7,5.71,NA,NA,1,16.9,9.58,"M0 V",3734,4.62,-1.043,0.73,0.69,0.08,"[Fe/H]",NA
"GJ 676 A","c","GJ 676 A c","Radial Velocity",2016,7337,6.6,NA,2161.244,12.7,5.8,NA,NA,1,16.9,9.58,"M0 V",3734,4.62,-1.043,0.73,0.69,0.08,"[Fe/H]",NA
"GJ 676 A","d","GJ 676 A d","Radial Velocity",2012,3.6005,0.0413,0.262,4.4,1.93,3.36,NA,NA,1,16.9,9.58,"M0 V",3734,4.62,-1.043,0.73,0.69,0.08,"[Fe/H]",NA
"GJ 676 A","e","GJ 676 A e","Radial Velocity",2012,35.39,0.187,0.125,8.1,2.77,2.09,NA,NA,1,16.9,9.58,"M0 V",3734,4.62,-1.043,0.73,0.69,0.08,"[Fe/H]",NA
"GJ 687","b","GJ 687 b","Radial Velocity",2014,38.14,0.17,0.04,19.0698,4.59,1.08,NA,NA,1,4.55,9.15,"M3 V",3340,4.82,-1.672,0.45,0.43,0.15,"[Fe/H]",NA
"GJ 832","b","GJ 832 b","Radial Velocity",2008,3657,3.56,0.08,216,14,0.433,NA,NA,1,4.97,8.66,"M1.5",3472,4.7,-1.585,0.45,0.45,-0.3,"[Fe/H]",9.24
"GJ 832","c","GJ 832 c","Radial Velocity",2014,35.68,0.163,0.18,5.4,2.18,2.86,NA,NA,1,4.97,8.66,"M1.5",3472,4.7,-1.585,0.45,0.45,-0.3,"[Fe/H]",9.24
"GJ 849","b","GJ 849 b","Radial Velocity",2006,1882,2.35,0.04,317.83,13.8,0.665,NA,NA,1,8.8,10.37,"M3 V",3241,4.8,-1.523,0.65,0.53,0.24,"[Fe/H]",3
"GJ 86","b","GJ 86 b","Radial Velocity",1999,15.76491,0.11,0.04,1404.8086,12.9,3.6,NA,NA,2,10.79,6.12,"K1 V",5182,4.63,-0.39,0.93,0.77,-0.22,"[Fe/H]",11.3
"GJ 876","b","GJ 876 b","Radial Velocity",1998,61.1166,0.208317,0.0324,723.2235,13.3,1.69,NA,NA,1,4.68,10.191,"M4",3129,NA,-1.907,0.32,0.3,0.05,"[Fe/H]",1
"GJ 876","c","GJ 876 c","Radial Velocity",2000,30.0881,0.12959,0.25591,226.9846,14,0.455,NA,NA,1,4.68,10.191,"M4",3129,NA,-1.907,0.32,0.3,0.05,"[Fe/H]",1
"GJ 876","d","GJ 876 d","Radial Velocity",2005,1.93778,0.020807,0.207,6.83,2.51,2.37,NA,NA,1,4.68,10.191,"M4",3129,NA,-1.907,0.32,0.3,0.05,"[Fe/H]",1
"GJ 876","e","GJ 876 e","Radial Velocity",2010,124.26,0.3343,0.055,14.6,3.92,1.33,NA,NA,1,4.68,10.191,"M4",3129,NA,-1.907,0.32,0.3,0.05,"[Fe/H]",1
"GJ 96","b","GJ 96 b","Radial Velocity",2018,73.94,0.291,0.44,19.66,4.67,1.06,NA,NA,1,11.94,9.345,"M2",3785,NA,-1.052,0.6,0.59,0.14,"[Fe/H]",NA
"GJ 9827","b","GJ 9827 b","Transit",2017,1.2089802,0.01888,NA,3.42,1.62,4.5,1172,315,1,30.32,10.25,"K5 V",4269,4.65,-0.942,0.61,0.61,-0.5,"[m/H]",NA
"GJ 9827","c","GJ 9827 c","Transit",2017,3.648083,0.03942,NA,2.42,1.269,6.4,811,72,1,30.32,10.25,"K5 V",4269,4.65,-0.942,0.61,0.61,-0.5,"[m/H]",NA
"GJ 9827","d","GJ 9827 d","Transit",2017,6.201467,0.05615,NA,5.2,2.07,3.23,680,35.6,1,30.32,10.25,"K5 V",4269,4.65,-0.942,0.61,0.61,-0.5,"[m/H]",NA
"GQ Lup","b","GQ Lup b","Imaging",2004,NA,100,NA,6356,33.6,0.921,2650,NA,1,139,12.43,"K7e V",4092.57,NA,-0.072,0.7,1.83,NA,"",0.001
"GSC 06214-00210","b","GSC 06214-00210 b","Imaging",2010,NA,320,NA,5000,20.176,3.35,2300,NA,1,145,12.375,"K7",4200,NA,-0.42,0.9,0.74,NA,"",0.005
"GU Psc","b","GU Psc b","Imaging",2014,NA,2000,NA,3591.3,14.179,6.92,1050,NA,1,48,13.55,"M3",4031.81,NA,NA,0.33,NA,0.1,"[Fe/H]",0.1
"HAT-P-1","b","HAT-P-1 b","Transit",2006,4.46529976,0.05561,0,166.86075,14.785,0.282,1322,NA,1,139,10.34,"G0 V",5980,4.36,0.209,1.15,1.17,0.13,"[Fe/H]",3.6
"HAT-P-11","b","HAT-P-11 b","Transit",2008,4.88780244,0.05254,0.218,26.69772,4.36,1.68,838,100.77,1,37.81,9.151,"K4",4780,4.66,-0.564,0.81,0.68,0.31,"[Fe/H]",6.5
"HAT-P-11","c","HAT-P-11 c","Radial Velocity",2018,3407,4.13,0.601,507,13.5,1.13,NA,NA,1,37.81,9.151,"K4",4780,4.66,-0.564,0.81,0.68,0.31,"[Fe/H]",6.5
"HAT-P-12","b","HAT-P-12 b","Transit",2009,3.2130598,0.0384,0,67.059,10.749,0.3192,963,NA,1,142.5,12.84,"K4",4650,4.61,-0.678,0.73,0.7,-0.29,"[Fe/H]",2.5
"HAT-P-13","b","HAT-P-13 b","Transit",2009,2.91625,0.04383,0.0133,270.462,14.258,0.362,1740,NA,1,214,10.622,"G4",5653,4.13,0.346,1.22,1.56,0.41,"[Fe/H]",5
"HAT-P-13","c","HAT-P-13 c","Radial Velocity",2009,446.27,1.258,0.6616,4538.421,12.3,13.4,340,NA,1,214,10.622,"G4",5653,4.13,0.346,1.22,1.56,0.41,"[Fe/H]",5
"HAT-P-14","b","HAT-P-14 b","Transit",2010,4.62767,0.0596,0.11,1093.3352,15.917,1.56,1624,NA,1,205,9.98,"F",6600,4.25,0.615,2.65,1.82,0.11,"[Fe/H]",0.431
"HAT-P-15","b","HAT-P-15 b","Transit",2010,10.8635,0.0964,0.19,616.5902,11.882,1.96,904,NA,1,190,12.16,"G5",5568,4.38,-0.193,1,1.07,0.22,"[Fe/H]",6.8
"HAT-P-16","b","HAT-P-16 b","Transit",2010,2.77596,0.0413,0.036,1332.605,14.448,2.42,1626,NA,1,235,10.812,"F8",6158,4.34,0.294,1.22,1.24,0.17,"[Fe/H]",2
"HAT-P-17","b","HAT-P-17 b","Transit",2010,10.33852,0.0882,0.35,184.3414,11.769,0.64,792,NA,1,90,10.54,"K",5246,4.53,-0.273,0.99,0.87,0,"[Fe/H]",7.8
"HAT-P-17","c","HAT-P-17 c","Radial Velocity",2010,5584,5.6,0.39,1080.6,13.1,2.64,NA,NA,1,90,10.54,"K",5246,4.53,-0.273,0.99,0.87,0,"[Fe/H]",7.8
"HAT-P-18","b","HAT-P-18 b","Transit",2010,5.508023,0.0559,0.084,62.61,11.153,0.25,852,NA,1,166,12.759,"K2",4803,4.57,-0.569,0.77,0.75,0.1,"[Fe/H]",12.4
"HAT-P-19","b","HAT-P-19 b","Transit",2010,4.008778,0.0466,0.067,92.802,12.689,0.25,1010,NA,1,215,12.901,"K1",4990,4.54,-0.432,0.84,0.82,0.23,"[Fe/H]",8.8
"HAT-P-2","b","HAT-P-2 b","Transit",2007,5.6335158,0.06814,0.5172,3175.1217,10.66,7.29,1540,NA,1,128.25,8.72,"F8",6380,4.16,0.53,1.33,1.39,0.18,"[Fe/H]",1.44
"HAT-P-20","b","HAT-P-20 b","Transit",2010,2.875317,0.0361,0.015,2302.899,9.718,13.78,970,NA,1,70,11.339,"K3",4595,4.63,-0.721,0.76,0.69,0.35,"[Fe/H]",6.7
"HAT-P-21","b","HAT-P-21 b","Transit",2010,4.12448,0.0494,0.23,1547.8321,12.442,4.68,1283,NA,1,254,11.685,"G3",5588,4.33,0.148,1.24,1.21,0.01,"[Fe/H]",10.2
"HAT-P-22","b","HAT-P-22 b","Transit",2010,3.21222,0.0414,0.02,785.0401,12.89,2.14,1463,NA,1,82,9.732,"G5",5302,4.36,-0.087,1.13,1.11,0.24,"[Fe/H]",12.4
"HAT-P-23","b","HAT-P-23 b","Transit",2010,1.21288,0.0232,0.11,425.8922,12.218,1.406,1951,NA,1,393,12.432,"G0",5905,4.33,0.137,0.58,0.96,0.15,"[Fe/H]",4
"HAT-P-24","b","HAT-P-24 b","Transit",2010,3.35524,0.0465,0.07,238.3725,14.572,0.44,1637,NA,1,396,11.818,"F8",6373,4.27,0.454,1.37,1.38,-0.16,"[Fe/H]",2.8
"HAT-P-25","b","HAT-P-25 b","Transit",2010,3.652836,0.0466,0.032,180.202,13.339,0.42,1202,NA,1,297,13.19,"G5",5500,4.48,-0.125,1.01,0.96,0.31,"[Fe/H]",3.2
"HAT-P-26","b","HAT-P-26 b","Transit",2010,4.23452,0.0479,0.12,22.2481,7.062,0.4,1001,NA,1,134,11.744,"K1",5079,4.56,-0.368,1.12,0.87,-0.04,"[Fe/H]",9
"HAT-P-27","b","HAT-P-27 b","Transit",2011,3.039577,0.04,0,197.05,11.43,0.725,NA,NA,1,204,11.956,"G8",5300,4.51,-0.244,0.94,0.9,0.29,"[Fe/H]",4.4
"HAT-P-28","b","HAT-P-28 b","Transit",2011,3.257215,0.0434,0.051,198.953,13.585,0.44,1384,NA,1,395,13.03,"G3",5680,4.36,0.053,1.02,1.1,0.12,"[Fe/H]",6.1
"HAT-P-29","b","HAT-P-29 b","Transit",2011,5.72319,0.0667,0.09,279.6904,13.115,0.71,1260,NA,1,322,11.9,"F8",6087,4.34,0.185,1.45,1.3,0.21,"[Fe/H]",2.2
"HAT-P-3","b","HAT-P-3 b","Transit",2007,2.8997,0.03866,0,206.5895,10.536,0.855,1189,NA,1,138,11.577,"K",5185,4.56,-0.344,1.06,0.87,0.27,"[Fe/H]",1.6
"HAT-P-30","b","HAT-P-30 b","Transit",2011,2.8106,0.0419,0.04,263.7989,16.141,0.309,1630,NA,1,193,10.419,"",6304,4.36,0.41,1.55,1.31,0.13,"[Fe/H]",1
"HAT-P-31","b","HAT-P-31 b","Transit",2011,5.00542,0.055,0.25,721.4741,12.218,2.18,1450,NA,1,354,11.66,"",6065,4.26,0.372,1.31,1.39,0.15,"[Fe/H]",NA
"HAT-P-32","b","HAT-P-32 b","Transit",2011,2.15001,0.0343,0,263.7989,19.616,0.18,1779,NA,2,283,11.289,"",6207,4.33,0.34,1.09,1.19,-0.04,"[Fe/H]",NA
"HAT-P-33","b","HAT-P-33 b","Transit",2011,3.47447,0.0499,0,292.4036,20.737,0.2,1782,NA,1,387,11.188,"",6446,4.15,0.659,1.82,1.79,0.05,"[Fe/H]",NA
"HAT-P-34","b","HAT-P-34 b","Transit",2011,5.45265,0.0677,0.44,2227.9883,15.132,2.4,1520,NA,1,257,10.162,"",6442,4.21,0.585,4.26,1.73,0.22,"[Fe/H]",NA
"HAT-P-35","b","HAT-P-35 b","Transit",2011,3.64671,0.0498,0.03,2390.0816,39.792,0.55,1581,NA,1,535,12.46,"",6096,4.21,0.374,23.56,3.82,0.11,"[Fe/H]",NA
"HAT-P-36","b","HAT-P-36 b","Transit",2011,1.32735,0.02388,0.06,486.2799,12.89,0.98,1788,NA,1,317,12.262,"G5 V",5560,4.37,-0.009,0.78,1,0.26,"[Fe/H]",4.5
"HAT-P-37","b","HAT-P-37 b","Transit",2011,2.797436,0.0379,0.058,371.528,13.204,0.89,1271,NA,1,411,13.23,"",5500,4.51,-0.208,0.93,0.88,NA,"",NA
"HAT-P-38","b","HAT-P-38 b","Transit",2012,4.640382,0.0523,0.067,84.857,9.247,0.59,1082,NA,1,249,12.557,"",5330,NA,-0.208,0.89,0.92,NA,"",NA
"HAT-P-39","b","HAT-P-39 b","Transit",2012,3.54387,0.0509,0,190.372,17.609,0.19,1752,NA,1,642,12.422,"",6430,NA,0.607,1.4,1.62,NA,"",NA
"HAT-P-4","b","HAT-P-4 b","Transit",2007,3.056536,0.04438,0,213.255,14.28,0.403,1686,NA,1,314,11.118,"G1 V",5860,4.14,0.431,1.27,1.62,0.2,"[Fe/H]",3.9
"HAT-P-40","b","HAT-P-40 b","Transit",2012,4.45724,0.0608,0,152.5584,17.038,0.15,1770,NA,1,501,11.699,"",6080,3.93,0.658,1.03,1.94,0.22,"[Fe/H]",NA
"HAT-P-41","b","HAT-P-41 b","Transit",2012,2.69405,0.0426,0,378.2177,22.978,0.2,1941,NA,1,344,11.087,"",6390,4.14,0.584,2.56,2.05,0.21,"[Fe/H]",NA
"HAT-P-42","b","HAT-P-42 b","Transit",2012,4.641878,0.0575,0,331.801,14.348,0.61,1428,NA,1,447,12.168,"",5743,4.14,0.356,1.18,1.53,0.27,"[Fe/H]",5.2
"HAT-P-43","b","HAT-P-43 b","Transit",2012,3.332687,0.0443,0,210.395,14.359,0.39,1361,NA,1,542,13.356,"",5645,4.37,0.045,1.05,1.1,0.23,"[Fe/H]",5.7
"HAT-P-44","b","HAT-P-44 b","Transit",2014,4.301219,0.0507,0.044,111.871,13.922,0.23,1108,NA,1,363,12.973,"",5295,4.46,-0.194,0.94,0.95,0.33,"[Fe/H]",7.5
"HAT-P-44","c","HAT-P-44 c","Radial Velocity",2014,872.2,1.752,0.494,1271.3,13,3.18,NA,NA,1,363,12.973,"",5295,4.46,-0.194,0.94,0.95,0.33,"[Fe/H]",7.5
"HAT-P-45","b","HAT-P-45 b","Transit",2014,3.128992,0.0452,0.049,283.492,15.984,0.38,1652,NA,1,305,12.398,"",6330,4.3,0.4,1.26,1.32,0.07,"[Fe/H]",2
"HAT-P-46","b","HAT-P-46 b","Transit",2014,4.463129,0.0577,0.123,156.684,14.392,0.28,1458,NA,1,296,11.684,"",6120,4.25,0.391,1.28,1.4,0.3,"[Fe/H]",2.5
"HAT-P-49","b","HAT-P-49 b","Transit",2014,2.69155,0.0438,0,699.226,17.822,0.75,2131,NA,1,322,10.326,"F",6820,4.1,0.879,2.22,2.06,0.07,"[Fe/H]",1.5
"HAT-P-5","b","HAT-P-5 b","Transit",2007,2.78849,0.04071,0,311.4734,13.563,0.66,1539,NA,1,340,12,"G",5960,4.37,0.112,1.04,1.12,0.24,"[Fe/H]",2.6
"HAT-P-50","b","HAT-P-50 b","Transit",2015,3.1220109,0.0453,0.115,429.0705,14.437,0.78,1862,NA,1,497,11.762,"",6280,4.07,0.603,1.27,1.7,-0.18,"[Fe/H]",3.37
"HAT-P-51","b","HAT-P-51 b","Transit",2015,4.2180278,0.05069,0.123,98.20947,14.493,0.178,1192,NA,1,470,13.44,"",5449,4.39,-0.066,0.98,1.04,0.27,"[Fe/H]",8.2
"HAT-P-52","b","HAT-P-52 b","Transit",2015,2.7535953,0.03694,0.047,259.98494,11.31,0.98,1218,NA,1,385,14.068,"",5131,4.48,-0.305,0.89,0.89,0.28,"[Fe/H]",9.4
"HAT-P-53","b","HAT-P-53 b","Transit",2015,1.9616241,0.03159,0.134,471.65972,14.773,0.8,1778,NA,1,719,13.73,"",5956,4.31,0.217,1.09,1.21,0,"[Fe/H]",4.67
"HAT-P-54","b","HAT-P-54 b","Transit",2015,3.799847,0.04117,0.074,241.5508,10.581,1.118,818,NA,1,144.25,13.017,"",4390,4.67,-0.902,0.65,0.62,-0.127,"[Fe/H]",3.9
"HAT-P-55","b","HAT-P-55 b","Transit",2015,3.5852467,0.04604,0.139,184.97706,13.249,0.435,1313,NA,1,480,13.207,"",5808,4.43,0.064,1.01,1.01,-0.03,"[Fe/H]",4.2
"HAT-P-56","b","HAT-P-56 b","Transit",2015,2.79083,0.0423,0.246,734.1873,16.926,0.86,1840,3515,1,310.5,10.908,"F8",6566,3.39,0.553,1.42,1.47,0,"[Fe/H]",2.01
"HAT-P-57","b","HAT-P-57 b","Transit",2015,2.4653,0.0406,0,448.1403,19.504,0.332,2200,NA,3,303,10.465,"A8 V",6330,4.25,0.593,2.77,1.85,-0.25,"[Fe/H]",1
"HAT-P-6","b","HAT-P-6 b","Transit",2007,3.85298,0.05235,0,419.5356,16.589,0.558,1675,NA,1,261,10.44,"",6570,4.22,0.627,1.79,1.62,-0.13,"[Fe/H]",2.3
"HAT-P-65","b","HAT-P-65 b","Transit",2016,2.6054552,0.03951,0.304,167.49641,21.185,0.096,1930,NA,1,841,13.145,"G2",5835,3.98,0.555,1.21,1.86,0.1,"[Fe/H]",5.46
"HAT-P-66","b","HAT-P-66 b","Transit",2016,2.972086,0.04363,0.09,248.86089,17.822,0.242,1896,NA,1,927,12.993,"G0",6002,3.99,0.615,1.25,1.88,0.035,"[Fe/H]",4.66
"HAT-P-67","b","HAT-P-67 b","Transit",2017,4.8101025,0.06505,0,108.0622,23.371,0.052,1903,NA,1,320,10.069,"",6406,3.85,0.939,1.64,2.55,-0.08,"[Fe/H]",1.24
"HAT-P-7","b","HAT-P-7 b","Transit",2008,2.20474,0.03676,0,584.8072,16.926,0.712,2733,4353.41,1,320,10.365,"",6389,4.07,0.791,1.56,2,0.26,"[Fe/H]",2.07
"HAT-P-8","b","HAT-P-8 b","Transit",2008,3.07634,0.0487,0,406.8224,15.693,0.568,1700,NA,1,230,10.3,"",6200,4.15,0.464,1.27,1.57,0.01,"[Fe/H]",NA
"HAT-P-9","b","HAT-P-9 b","Transit",2008,3.92289,0.053,0,247.9,15.69,0.35,1530,NA,1,480,12.297,"",6350,4.29,0.41,1.28,1.32,0.12,"[Fe/H]",1.6
"HATS-1","b","HATS-1 b","Transit",2012,3.446459,0.0444,0.12,589.55,14.594,1.03,1359,NA,1,303,12.053,"",5870,NA,0.041,0.99,1.04,NA,"",NA
"HATS-10","b","HATS-10 b","Transit",2015,3.312846,0.04491,0.501,167.17858,10.862,0.7,1407,NA,1,496,13.113,"",5880,4.39,0.117,1.1,1.1,0.15,"[Fe/H]",3.3
"HATS-11","b","HATS-11 b","Transit",2016,3.619188,0.0507,0.34,263.7989,18.03,0.315,1596,NA,1,967.34,14.018,"G0",6563,4.19,0.316,1.33,1.54,0.03,"[Fe/H]",7.7
"HATS-12","b","HATS-12 b","Transit",2016,3.142702,0.0441,0.085,759.6137,7.76,1.12,1446,NA,1,512.41,12.756,"F",6357,4.36,-0.06,1.16,1.17,-0.1,"[Fe/H]",2.36
"HATS-13","b","HATS-13 b","Transit",2015,3.0440499,0.04057,0.181,172.58169,13.585,0.377,1244,NA,1,476,13.887,"",5523,4.52,-0.321,0.96,0.89,0.05,"[Fe/H]",2.5
"HATS-14","b","HATS-14 b","Transit",2015,2.7667641,0.03815,0.142,340.39593,11.646,1.191,1276,NA,1,513,13.79,"",5346,4.48,-0.173,0.97,0.93,0.33,"[Fe/H]",4.9
"HATS-15","b","HATS-15 b","Transit",2016,1.74748753,0.02712,0.126,689.6911,12.386,1.97,1505,NA,1,689,14.774,"G9 V",5311,4.45,-0.204,0.87,0.92,0,"[Fe/H]",11
"HATS-16","b","HATS-16 b","Transit",2016,2.686502,0.03744,0,1039.3041,14.572,1.86,1592,NA,1,774,13.834,"G3 V",5738,4.24,0.173,0.97,1.24,-0.1,"[Fe/H]",9.5
"HATS-17","b","HATS-17 b","Transit",2016,16.254611,0.1308,0.029,425.25654,8.709,3.5,814,72.7,1,339,12.39,"G V",5846,4.42,0.093,1.13,1.09,0.3,"[Fe/H]",2.1
"HATS-18","b","HATS-18 b","Transit",2016,0.8378434,0.01761,0.166,629.3034,14.986,1.02,2060,4.07,1,645,14.067,"G V",5600,4.44,-0.032,1.04,1.02,0.28,"[Fe/H]",4.2
"HATS-2","b","HATS-2 b","Transit",2013,1.354133,0.023,0,427.463,13.092,1.05,1577,NA,1,360,13.562,"K",5227,4.48,-0.268,0.88,0.9,0.15,"[Fe/H]",9.7
"HATS-22","b","HATS-22 b","Transit",2017,4.7228124,0.05025,0.079,870.8542,10.682,3.89,858,NA,1,207.9,13.455,"K V",4803,4.64,-0.646,0.76,0.69,0,"[Fe/H]",NA
"HATS-23","b","HATS-23 b","Transit",2017,2.1605156,0.03397,0.114,467.2101,20.849,0.29,1654,NA,1,747,13.901,"G V",5780,4.33,0.155,1.12,1.2,0.28,"[Fe/H]",4.2
"HATS-24","b","HATS-24 b","Transit",2017,1.3484954,0.02547,0.242,775.5052,16.668,0.92,2067,NA,1,510,12.83,"F V",6346,4.38,0.292,1.21,1.17,0,"[Fe/H]",0.88
"HATS-25","b","HATS-25 b","Transit",2016,4.2986432,0.05163,0.176,194.82979,14.123,0.38,1277,NA,1,466,13.097,"G",5715,4.35,0.068,0.99,1.11,0.02,"[Fe/H]",7.5
"HATS-26","b","HATS-26 b","Transit",2016,3.3023881,0.04735,0.245,206.5895,19.616,0.153,1918,NA,1,907,12.955,"F",6071,3.94,0.704,1.3,2.04,-0.02,"[Fe/H]",4.04
"HATS-27","b","HATS-27 b","Transit",2016,4.637038,0.0611,0.581,168.4499,16.814,0.18,1659,NA,1,840,12.766,"F",6438,4.11,0.669,1.42,1.74,0.09,"[Fe/H]",2.3
"HATS-28","b","HATS-28 b","Transit",2016,3.1810781,0.04131,0.202,213.58176,13.384,0.48,1253,NA,1,521,13.934,"G",5498,4.48,-0.157,0.93,0.92,0.01,"[Fe/H]",6.2
"HATS-29","b","HATS-29 b","Transit",2016,4.6058749,0.05475,0.158,207.54299,14.022,0.411,1212,NA,1,351,12.612,"G",5670,4.39,0.029,1.03,1.07,0.16,"[Fe/H]",5.5
"HATS-3","b","HATS-3 b","Transit",2013,3.547851,0.0485,0,340.382,15.48,0.51,1648,NA,1,453,12.44,"F",6351,4.22,0.456,1.21,1.4,-0.157,"[Fe/H]",3.2
"HATS-30","b","HATS-30 b","Transit",2016,3.1743516,0.04354,0.096,224.38798,13.171,0.543,1414,NA,1,339,12.192,"G",5943,4.42,0.097,1.09,1.06,0.06,"[Fe/H]",2.3
"HATS-31","b","HATS-31 b","Transit",2016,3.37796,0.0478,0.233,279.6904,18.383,0.243,1823,NA,1,872,13.105,"",6050,4,0.619,1.27,1.87,0,"[Fe/H]",4.3
"HATS-32","b","HATS-32 b","Transit",2016,2.8126548,0.04024,0.471,292.4036,14,0.58,1437,NA,1,839,14.384,"",5700,4.4,0.057,1.1,1.1,0.39,"[Fe/H]",3.5
